priority,review_category,likely_action,prefix_species_count,species_id,sci_name,main_common_name,order,family,type_kind,type_voucher,extracted_voucher_prefix,candidate_prefix_to_research,type_locality,type_voucher_uris,extinct,domestic
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1006600,Spilogale_interrupta,Plains Spotted Skunk,Carnivora,Mephitidae,holotype,lost (number not known),LOST,LOST,"""inhabiting Louisiana."" Restricted to ""the Missouri River flood plain in southern Chariton Country or northern Saline County, Missouri,"" by N. Woodman and A. Ferguson in 2021.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1005811,Spilogale_putorius,Alleghanian Spotted Skunk,Carnivora,Mephitidae,nonexistent,lost (number not known),LOST,LOST,"""America septentrionali."" Restricted to ""South Carolina,"" by A. H. Howell in 1901 and O. Thomas in 1911.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1006117,Tapirus_indicus,Malayan Tapir,Perissodactyla,Tapiridae,holotype,lost (number not known),LOST,LOST,"Malaysia, Malay Peninsula.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1006119,Tapirus_terrestris,Lowland Tapir,Perissodactyla,Tapiridae,nonexistent,lost (number not known),LOST,LOST,"""Habitat in Brasillia"" i.e. Pernambuco, Brazil.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1000918,Tarsius_fuscus,Makassar Tarsier,Primates,Tarsiidae,holotype,lost (number not known),LOST,LOST,"Originally said to come from Madagascar. Restricted by C. P. Groves and M. Shekelle in 2010 to Makassar, South Sulawesi, Indonesia.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1005880,Taxidea_taxus,American Badger,Carnivora,Mustelidae,holotype,lost (number not known),LOST,LOST,Canada.,,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1000313,Thylogale_brunii,Dusky Pademelon,Diprotodontia,Macropodidae,holotype,lost (number not known),LOST,LOST,"Aru Islands, West Papua, Indonesia.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1005097,Thyroptera_tricolor,Spix's Disk-winged Bat,Chiroptera,Thyropteridae,nonexistent,lost (number not known),LOST,LOST,"""ad littora fluminis Amazonum."" Restricted by A. M. Husson in 1962 to ""lower Amazon River below Santo Antônio Dolçá at the mouth of the Rio Icá,"" Brazil.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1004967,Trachops_cirrhosus,Common Fringe-lipped Bat,Chiroptera,Phyllostomidae,nonexistent,lost (number not known),LOST,LOST,"type locality not given. Restricted by A. M. Husson in 1962 to Pará, Brazil.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1000709,Trachypithecus_mauritius,West Javan Langur,Primates,Cercopithecidae,holotype,lost (number not known),LOST,LOST,"""Mauritius,"" probably W Java. Restricted by D. Brandon-Jones in 1995 to Jasinga.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1006275,Tragelaphus_angasii,Nyala,Artiodactyla,Bovidae,syntypes,lost (number not known),LOST,LOST,"KwaZulu-Natal, S Africa.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1005908,Zalophus_californianus,California Sea Lion,Carnivora,Otariidae,nonexistent,lost (number not known),LOST,LOST,"""les rochers dans le voisinage de la baie San-Francisco"" (= San Francisco Bay), California, United States.",,False,False
4_no_action,lost_or_untraced,Do not add museum metadata unless primary literature identifies a repository.,136,1002014,Zapus_hudsonius,Northern Meadow Jumping Mouse,Rodentia,Zapodidae,nonexistent,lost (number not known),LOST,LOST,"""Canada, Hudson Bay."" Restricted by R. M. Anderson in 1942 to Fort Severn, Ontario, Canada.",,False,False
